num,word,count,,,,,
1,i,75,,,,,
2,yeah,60,,,,,
3,be,40,,,,,
4,it,40,,,,,
5,you,28,,,,,
6,fine,24,,,,,
7,me,23,,,,,
8,don,23,,,,,
9,like,21,,,,,
10,shawty,20,,,,,
