num,word,count,,,,,
1,home,48,,,,,
2,i,22,,,,,
3,jon snow,18,,,,,
4,the,17,,,,,
5,uh,16,,,,,
6,i'm,14,,,,,
7,ay,13,,,,,
8,gratata,11,,,,,
9,a,10,,,,,
10,going,10,,,,,
