num,word,count,,,,,
1,i,29,,,,,
2,you,19,,,,,
3,your,17,,,,,
4,okey,14,,,,,
5,dokey,14,,,,,
6,yo,13,,,,,
7,yes,13,,,,,
8,talkin,12,,,,,
9,about,12,,,,,
10,yeah,11,,,,,
