num,word,count,,,,,
1,i,21,,,,,
2,me,21,,,,,
3,you,19,,,,,
4,la,18,,,,,
5,yeah,18,,,,,
6,they,12,,,,,
7,call,12,,,,,
8,it,11,,,,,
9,okey dokey,11,,,,,
10,yo,10,,,,,
