num,word,count,,,,,
1,yeah,28,,,,,
2,money,22,,,,,
3,back,19,,,,,
4,we,18,,,,,
5,want,16,,,,,
6,our,16,,,,,
7,you,16,,,,,
8,baby,14,,,,,
9,i,9,,,,,
10,got,8,,,,,
