num,word,count,,,,,
1,it,57,,,,,
2,burst,48,,,,,
3,i,23,,,,,
4,yeah,17,,,,,
5,down,9,,,,,
6,m,8,,,,,
7,me,8,,,,,
8,don't,8,,,,,
9,you,8,,,,,
10,yuh,8,,,,,
