num,word,count,,,,,
1,yeah,48,,,,,
2,bands,41,,,,,
3,one,38,,,,,
4,more,37,,,,,
5,band,31,,,,,
6,ay,31,,,,,
7,check,28,,,,,
8,down,24,,,,,
9,bust,22,,,,,
10,selfmade,20,,,,,
