num,word,count,,,,,
1,da,201,,,,,
2,simon,39,,,,,
3,a,35,,,,,
4,i,35,,,,,
5,bumps,32,,,,,
6,dance,24,,,,,
7,make,24,,,,,
8,her,24,,,,,
9,oh,21,,,,,
10,you,18,,,,,
