num,word,count,,,,,
1,yeah,118,,,,,
2,night,57,,,,,
3,tmi,54,,,,,
4,you,53,,,,,
5,oh,51,,,,,
6,late,44,,,,,
7,we,35,,,,,
8,be,34,,,,,
9,me,33,,,,,
10,a,31,,,,,
